accession	description	length	virus	mol_type	isolate	host	db_xref	country	date	strain	author	journal	title	division
MT334535	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00016/2020, complete genome	29900	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00016/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/UT-00016/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT334534	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00015/2020, complete genome	29895	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00015/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/UT-00015/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT334533	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00014/2020, complete genome	29902	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00014/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/UT-00014/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT334532	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00013/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29875	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00013/2020	Homo sapiens	taxon:2697049	USA	2020-03-12	SARS-CoV-2/human/USA/UT-00013/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT334531	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00012/2020, complete genome	29864	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00012/2020	Homo sapiens	taxon:2697049	USA	2020-03-12	SARS-CoV-2/human/USA/UT-00012/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT334530	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00011/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29899	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00011/2020	Homo sapiens	taxon:2697049	USA	2020-03-11	SARS-CoV-2/human/USA/UT-00011/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT334529	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00010/2020, complete genome	29903	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00010/2020	Homo sapiens	taxon:2697049	USA	2020-03-10	SARS-CoV-2/human/USA/UT-00010/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT334528	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00009/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29865	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00009/2020	Homo sapiens	taxon:2697049	USA	2020-03-12	SARS-CoV-2/human/USA/UT-00009/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT334527	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00008/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29813	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00008/2020	Homo sapiens	taxon:2697049	USA	2020-03-11	SARS-CoV-2/human/USA/UT-00008/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT334526	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00006/2020, complete genome	29896	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00006/2020	Homo sapiens	taxon:2697049	USA	2020-03-07	SARS-CoV-2/human/USA/UT-00006/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT334525	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00005/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29900	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00005/2020	Homo sapiens	taxon:2697049	USA	2020-03-07	SARS-CoV-2/human/USA/UT-00005/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT334524	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00004/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29864	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00004/2020	Homo sapiens	taxon:2697049	USA	2020-03-05	SARS-CoV-2/human/USA/UT-00004/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT334523	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00003/2020, complete genome	29901	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00003/2020	Homo sapiens	taxon:2697049	USA	2020-03-05	SARS-CoV-2/human/USA/UT-00003/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT334522	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00001/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29798	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/UT-00001/2020	Homo sapiens	taxon:2697049	USA	2020-03-05	SARS-CoV-2/human/USA/UT-00001/2020	Young,E. and Oakeson,K.	Submitted (09-APR-2020) Department of Health, Utah Public Health Laboratory, 4431 2700 W, SLC, UT 84129, USA	Direct Submission	UT
MT328035	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/13/2020, complete genome	29903	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/GRC/13/2020	Homo sapiens	taxon:2697049	Greece	2020-03-18	SARS-CoV-2/human/GRC/13/2020	Bampali,M., Dovrolis,N., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N. and Karakasiliotis,I.	Submitted (11-APR-2020) Department of Medicine, Democritus University of Thrace, University Campus, Alexandroupolis 68100, Greece	Direct Submission	
MT328034	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/16/2020, complete genome	29884	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/GRC/16/2020	Homo sapiens	taxon:2697049	Greece	2020-03-18	SARS-CoV-2/human/GRC/16/2020	Bampali,M., Dovrolis,N., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N. and Karakasiliotis,I.	Submitted (11-APR-2020) Department of Medicine, Democritus University of Thrace, University Campus, Alexandroupolis 68100, Greece	Direct Submission	
MT328033	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/12/2020, complete genome	29875	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/GRC/12/2020	Homo sapiens	taxon:2697049	Greece	2020-03-18	SARS-CoV-2/human/GRC/12/2020	Bampali,M., Dovrolis,N., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N. and Karakasiliotis,I.	Submitted (11-APR-2020) Department of Medicine, Democritus University of Thrace, University Campus, Alexandroupolis 68100, Greece	Direct Submission	
MT328032	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/10/2020, complete genome	29903	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/GRC/10/2020	Homo sapiens	taxon:2697049	Greece	2020-03-18	SARS-CoV-2/human/GRC/10/2020	Bampali,M., Dovrolis,N., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N. and Karakasiliotis,I.	Submitted (11-APR-2020) Department of Medicine, Democritus University of Thrace, University Campus, Alexandroupolis 68100, Greece	Direct Submission	
MT327745	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUR/ERAGEM-001/2020, complete genome	29832	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/TUR/ERAGEM-001/2020	Homo sapiens	taxon:2697049	Turkey	2020-03-17	SARS-CoV-2/human/TUR/ERAGEM-001/2020	Pavel,S.T.I., Yetiskin,H., Aydin,G., Holyavkin,C., Uygut,M.A., Dursun,Z.B., Celik,I., Iseri,A. and Ozdarendeli,A.	Submitted (13-APR-2020) Department of Microbiology, Erciyes University, Yeni Dogan District, Turhan Baytop Street No:1, Kayseri 38280, Turkey	Direct Submission	
MT325640	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3653/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MA_3653/2020	Homo sapiens	taxon:2697049	USA	2020-03-06	SARS-CoV-2/human/USA/MA_3653/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	MA
MT325639	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3642/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MA_3642/2020	Homo sapiens	taxon:2697049	USA	2020-03-07	SARS-CoV-2/human/USA/MA_3642/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	MA
MT325638	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3626/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MA_3626/2020	Homo sapiens	taxon:2697049	USA	2020-03-06	SARS-CoV-2/human/USA/MA_3626/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	MA
MT325637	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3616/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MA_3616/2020	Homo sapiens	taxon:2697049	USA	2020-03-06	SARS-CoV-2/human/USA/MA_3616/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	MA
MT325636	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3614/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MA_3614/2020	Homo sapiens	taxon:2697049	USA	2020-03-06	SARS-CoV-2/human/USA/MA_3614/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	MA
MT325635	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_2652/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MA_2652/2020	Homo sapiens	taxon:2697049	USA	2020-03-06	SARS-CoV-2/human/USA/MA_2652/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	MA
MT325634	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_1355/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MA_1355/2020	Homo sapiens	taxon:2697049	USA	2020-03-05	SARS-CoV-2/human/USA/MA_1355/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	MA
MT325633	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_9889/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MA_9889/2020	Homo sapiens	taxon:2697049	USA	2020-03-04	SARS-CoV-2/human/USA/MA_9889/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	MA
MT325632	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_9704/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MA_9704/2020	Homo sapiens	taxon:2697049	USA	2020-03-04	SARS-CoV-2/human/USA/MA_9704/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	MA
MT325631	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_9703/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MA_9703/2020	Homo sapiens	taxon:2697049	USA	2020-03-05	SARS-CoV-2/human/USA/MA_9703/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	MA
MT325630	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_8933/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MA_8933/2020	Homo sapiens	taxon:2697049	USA	2020-03-05	SARS-CoV-2/human/USA/MA_8933/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	MA
MT325629	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_8932/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MA_8932/2020	Homo sapiens	taxon:2697049	USA	2020-03-05	SARS-CoV-2/human/USA/MA_8932/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	MA
MT325628	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA_6171/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/VA_6171/2020	Homo sapiens	taxon:2697049	USA	2020-03-06	SARS-CoV-2/human/USA/VA_6171/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	VA
MT325627	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY_1922/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/NY_1922/2020	Homo sapiens	taxon:2697049	USA	2020-03-04	SARS-CoV-2/human/USA/NY_1922/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	NY
MT325626	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3572/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/SC_3572/2020	Homo sapiens	taxon:2697049	USA	2020-03-05	SARS-CoV-2/human/USA/SC_3572/2020	Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A. and Tong,S.	Submitted (10-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	SC
